"categoryId","categoryTitle","chargeId","chargeCode","degreeCode","chargeTitle","chargeDescription","degreeId","degreeLabel","classification","tags","severityScore","baseFine","baseTime","modifierIds","liabilityOptions","legalOverview","legalPrinciples","hasLegalPrinciples"
"offenses-against-public-order","Offenses Against Public Order","tampering","EF-PC-06-008","EF-PC-06-008-A","Tampering","Interference with evidence, witnesses, victims, or testimony connected to an investigation, proceeding, or lawful inquiry.","evidence-tampering","Evidence Tampering","felony","felony;government;justice-system;public-order","212.2","150","20","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Evidence tampering protects the integrity of investigations and proceedings by targeting intentional interference with actual or potential evidence.","The item, record, scene, body camera, weapon, document, substance, or digital data should have potential evidentiary value. | The suspect must know or reasonably understand the evidence may matter to an investigation or proceeding and intentionally affect it. | Reports should document what evidence was affected, how it was altered or concealed, chain of custody, timing, suspect knowledge, and impact on the investigation.","True"
"offenses-against-public-order","Offenses Against Public Order","tampering","EF-PC-06-008","EF-PC-06-008-B","Tampering","Interference with evidence, witnesses, victims, or testimony connected to an investigation, proceeding, or lawful inquiry.","witness-tampering","Witness Tampering","felony","alcohol-intoxication;felony;government;justice-system;public-order;violent","281.6","1000","25","public-servant-victim;cooperation;organized-activity;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Witness tampering focuses on improper influence over a witness or victim connected to official fact-finding.","The target should be a witness, victim, reporting party, or person with information relevant to an investigation, proceeding, or inquiry. | The suspect must attempt to affect reporting, cooperation, attendance, testimony, or truthful statements through improper pressure or benefit. | Reports should preserve messages, calls, threats, offers, witness statements, timing relative to the case, and any change in cooperation or testimony.","True"
"offenses-against-public-order","Offenses Against Public Order","vigilantism","EF-PC-06-009","EF-PC-06-009-A","Vigilantism","Unauthorized attempts to exercise law-enforcement authority, conduct enforcement actions, detain people, or punish suspected offenders outside lawful authority.","vigilantism","Vigilantism","felony","felony;licensing-status;public-order;violent","312.2","150","30","public-servant-victim;cooperation;weapon-used;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Vigilantism is aimed at unauthorized law-enforcement behavior, while preserving lawful self-defense, citizen safety actions, and reporting crime.","The suspect should act as though they have enforcement authority, such as detaining, punishing, searching, interrogating, or coercing a suspected offender. | Good-faith reporting, observing, rendering aid, or immediate defense of self or others should be distinguished from unauthorized enforcement. | Reports should document the claimed authority, commands, detention or force used, target, suspect motive, weapons or restraints, and why no lawful justification applied.","True"
"offenses-against-public-order","Offenses Against Public Order","government-corruption","EF-PC-06-010","EF-PC-06-010-A","Government Corruption","Abuse of public office or government authority for personal, financial, political, organizational, or retaliatory benefit.","government-corruption","Government Corruption","felony","felony;government;public-order","444.7","2000","40","cooperation;organized-activity;high-value-loss;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Government corruption is a high-level abuse-of-authority offense and should be supported by a clear official-power nexus and improper benefit or protection.","The suspect should have public authority, government employment, official access, or practical control over a public function. | The abuse should involve official power or resources, such as falsifying records, misusing assets, steering decisions, interfering with investigations, accepting benefits, or shielding misconduct. | Reports should document the official role, act of abuse, benefit or protected interest, records altered or resources used, communications, and harm to the public function.","True"
"offenses-against-public-order","Offenses Against Public Order","aiding-and-harboring","EF-PC-06-011","EF-PC-06-011-A","Aiding and Harboring","Knowing assistance to criminal conduct, escape, concealment, or avoidance of lawful arrest or prosecution.","aiding-and-abetting","Aiding and Abetting","misdemeanor","justice-system;misdemeanor;public-order","161.8","140","15","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Aiding and abetting requires knowing assistance to a crime or escape, not accidental help or mere presence near offenders.","The suspect should know the criminal purpose or know they are helping someone evade consequences from a crime. | Assistance can include planning, lookout activity, tools, transport, information, distraction, shelter, or help during flight. | Reports should document the underlying crime, the suspect's knowledge, specific assistance, timing, communications, and why the assistance was intentional.","True"
"offenses-against-public-order","Offenses Against Public Order","aiding-and-harboring","EF-PC-06-011","EF-PC-06-011-B","Aiding and Harboring","Knowing assistance to criminal conduct, escape, concealment, or avoidance of lawful arrest or prosecution.","harboring-a-fugitive","Harboring a Fugitive","misdemeanor","government;justice-system;misdemeanor;public-order","169.4","375","15","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Harboring a fugitive is narrower than general assistance: it requires knowledge that the person is wanted and conduct that helps them avoid law enforcement.","The person being helped should be wanted for a felony, subject to arrest, or actively sought by law enforcement. | The suspect must know or have strong reason to know the person is wanted and intentionally help them avoid discovery or arrest. | Reports should document the fugitive status, how the suspect knew, shelter or transport provided, warnings sent, concealment steps, and law-enforcement efforts impeded.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","marijuana-offenses","EF-PC-07-001","EF-PC-07-001-A","Marijuana Offenses","Unlawful marijuana cultivation, possession, and possession with intent to distribute based on plant count, location, quantity, packaging, and distribution indicators.","unauthorized-marijuana-cultivation","Unauthorized Marijuana Cultivation","misdemeanor","controlled-substance;health-morals;licensing-status;manufacturing-production;misdemeanor","88.7","1500","5","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Unauthorized marijuana cultivation focuses on lower-tier unlawful cultivation outside personal-use limits or on property where cultivation is not authorized.","Lawful personal cultivation is limited to no more than 6 plants at a lawful private residence or otherwise authorized private location, subject to lawful control of the property. | Cultivation includes planting, growing, harvesting, drying, or otherwise tending marijuana plants. | This degree should generally cover more than 6 but not more than 12 plants, or lower-count cultivation on ordinary public or uncontrolled property that does not qualify as commercial or aggravated cultivation. | Reports should document plant count, cultivation location, property control or consent, public-property status if any, and lawful warrant authority for any private-property seizure.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","marijuana-offenses","EF-PC-07-001","EF-PC-07-001-B","Marijuana Offenses","Unlawful marijuana cultivation, possession, and possession with intent to distribute based on plant count, location, quantity, packaging, and distribution indicators.","commercial-marijuana-cultivation","Commercial Marijuana Cultivation","felony","commercial;controlled-substance;economic;felony;health-morals;manufacturing-production;sale-transfer","159.2","3500","10","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Commercial marijuana cultivation focuses on mid-scale grows and cultivation facts showing production for sale or transfer.","This degree is primarily based on plant count and should generally apply to more than 12 but not more than 25 plants when aggravated cultivation is not established. | Commercial indicators may support this degree even below the plant-count range when the facts show organized production for sale, furnishing, or transfer rather than personal cultivation. | Reports should document plant count, cultivation setup, equipment, packaging materials, ledgers, communications, money, workers, property control, and any facts showing production for sale or transfer.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","marijuana-offenses","EF-PC-07-001","EF-PC-07-001-C","Marijuana Offenses","Unlawful marijuana cultivation, possession, and possession with intent to distribute based on plant count, location, quantity, packaging, and distribution indicators.","aggravated-marijuana-cultivation","Aggravated Marijuana Cultivation","felony","controlled-substance;felony;health-morals;manufacturing-production;property-damage;regulatory","220.7","5000","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Aggravated marijuana cultivation focuses on large-scale cultivation, protected-location cultivation, and cultivation that damages protected public resources.","This degree should apply to more than 25 plants regardless of whether a completed sale or distribution event is proven. | Protected locations include wetlands, reservoirs, protected public lands, and federal or secured government facilities, including Lago Zancudo Wetlands, Land Act Reservoir, LSIA, Fort Zancudo, the Federal Complex, and comparable restricted or protected areas. | Environmental aggravation may include contamination, hazardous waste, unlawful dumping, illegal water diversion, harm to protected wildlife, or damage to surface water, ground water, public lands, or other public resources. | Reports should document plant count, protected-area or facility status, environmental harm, water or waste evidence, location maps, photographs, involved equipment, and lawful warrant authority for any private-property seizure.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","marijuana-offenses","EF-PC-07-001","EF-PC-07-001-D","Marijuana Offenses","Unlawful marijuana cultivation, possession, and possession with intent to distribute based on plant count, location, quantity, packaging, and distribution indicators.","possession-of-marijuana","Misdemeanor Possession of Marijuana","misdemeanor","controlled-substance;health-morals;licensing-status;misdemeanor;possession","15.8","250","0","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor possession of marijuana focuses on knowing possession of an unlawful marijuana quantity above the misdemeanor threshold and below the distribution threshold.","Possession may be actual or constructive, but officers must be able to connect the person to dominion or control over the marijuana. | The marijuana must meet the charged weight threshold and be unlawful or outside any permitted authorization. | Reports should document the amount, packaging, location, ownership or control facts, statements, and why the possession was not lawful personal use.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","marijuana-offenses","EF-PC-07-001","EF-PC-07-001-E","Marijuana Offenses","Unlawful marijuana cultivation, possession, and possession with intent to distribute based on plant count, location, quantity, packaging, and distribution indicators.","possession-of-marijuana-with-intent-to-distribute","Possession of Marijuana with Intent to Distribute","felony","commercial;controlled-substance;economic;felony;health-morals;possession;sale-transfer","222.4","500","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of marijuana with intent to distribute focuses on knowing possession of distribution-level marijuana or marijuana accompanied by distribution indicators.","Intent to distribute may be inferred from quantity, individual packaging, scales, empty bags, ledgers, cash, communications, or transaction conduct. | A completed sale is not required if the facts show the marijuana was possessed for transfer, furnishing, or sale. | Reports should document weight, packaging, distribution materials, observed handoffs, messages, money, and the suspect's control over the marijuana.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","cocaine-possession-and-distribution","EF-PC-07-002","EF-PC-07-002-A","Cocaine Possession and Distribution","Unlawful cocaine possession and possession with intent to distribute, including powder cocaine and crack cocaine, based on quantity and distribution indicators.","misdemeanor-possession-of-cocaine","Misdemeanor Possession of Cocaine","misdemeanor","controlled-substance;health-morals;licensing-status;misdemeanor;possession","22.4","500","0","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor possession of cocaine focuses on knowing possession of a smaller cocaine quantity without lawful authorization.","Possession may be actual or constructive, but officers must be able to connect the person to knowledge and control of the cocaine. | This misdemeanor degree applies at or below 10 kg unless packaging, sales tools, communications, or transaction conduct support a distribution charge. | Reports should document the cocaine form, weight, location, packaging, access or control facts, statements, and any distribution indicators.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","cocaine-possession-and-distribution","EF-PC-07-002","EF-PC-07-002-B","Cocaine Possession and Distribution","Unlawful cocaine possession and possession with intent to distribute, including powder cocaine and crack cocaine, based on quantity and distribution indicators.","felony-possession-of-cocaine","Felony Possession of Cocaine","felony","controlled-substance;felony;health-morals;licensing-status;possession","177.4","750","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony possession of cocaine focuses on knowing possession of a higher cocaine quantity without lawful authorization.","The felony degree is based on the controlled substance type and weight, separate from any proof of intent to sell. | Possession may be actual or constructive if the suspect knowingly controls the cocaine or the place where it is found. | Reports should document weight, form of cocaine, access or control facts, statements, and why the facts fit possession rather than sale or trafficking.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","cocaine-possession-and-distribution","EF-PC-07-002","EF-PC-07-002-C","Cocaine Possession and Distribution","Unlawful cocaine possession and possession with intent to distribute, including powder cocaine and crack cocaine, based on quantity and distribution indicators.","possession-of-cocaine-with-intent-to-distribute","Possession of Cocaine with Intent to Distribute","felony","commercial;controlled-substance;economic;felony;health-morals;possession;sale-transfer","236.1","1300","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of cocaine with intent to distribute focuses on knowing possession of distribution-level cocaine or cocaine accompanied by distribution indicators.","Intent to distribute may be inferred from quantity, individual packaging, sales tools, communications, or transaction conduct. | A completed sale is not required if the facts show the cocaine was possessed for transfer, furnishing, or sale. | Reports should document weight, packaging, scales or ledgers, cash, messages, observed handoffs, and the suspect's control over the cocaine.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","amphetamine-possession-and-distribution","EF-PC-07-003","EF-PC-07-003-A","Amphetamine Possession and Distribution","Unlawful possession and possession with intent to distribute amphetamine-type drugs, including methamphetamine and amphetamine-based pills.","misdemeanor-possession-of-amphetamines","Misdemeanor Possession of Amphetamines","misdemeanor","controlled-substance;health-morals;licensing-status;misdemeanor;possession","17.3","300","0","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor possession of amphetamines focuses on knowing possession of a smaller amphetamine quantity without lawful authorization.","Possession may be actual or constructive, but officers must be able to connect the person to knowledge and control of the amphetamines. | This misdemeanor degree applies at or below 10 kg unless packaging, sales tools, communications, or transaction conduct support a distribution charge. | Reports should document the drug type, weight, location, packaging, access or control facts, statements, and any distribution indicators.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","amphetamine-possession-and-distribution","EF-PC-07-003","EF-PC-07-003-B","Amphetamine Possession and Distribution","Unlawful possession and possession with intent to distribute amphetamine-type drugs, including methamphetamine and amphetamine-based pills.","felony-possession-of-amphetamines","Felony Possession of Amphetamines","felony","controlled-substance;felony;health-morals;licensing-status;possession","177.4","750","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony possession of amphetamines focuses on knowing possession of a higher amphetamine quantity without lawful authorization.","The felony degree is based on the controlled substance type and weight, separate from any proof of intent to sell. | Possession may be actual or constructive if the suspect knowingly controls the amphetamines or the place where they are found. | Reports should document weight, drug type, access or control facts, statements, and why the facts fit possession rather than sale or trafficking.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","amphetamine-possession-and-distribution","EF-PC-07-003","EF-PC-07-003-C","Amphetamine Possession and Distribution","Unlawful possession and possession with intent to distribute amphetamine-type drugs, including methamphetamine and amphetamine-based pills.","possession-of-amphetamines-with-intent-to-distribute","Possession of Amphetamines with Intent to Distribute","felony","commercial;controlled-substance;economic;felony;health-morals;possession;sale-transfer","238.7","1500","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of amphetamines with intent to distribute focuses on knowing possession of distribution-level amphetamines or amphetamines accompanied by distribution indicators.","Intent to distribute may be inferred from quantity, individual packaging, sales tools, communications, or transaction conduct. | A completed sale is not required if the facts show the amphetamines were possessed for transfer, furnishing, or sale. | Reports should document weight, packaging, scales or ledgers, cash, messages, observed handoffs, and the suspect's control over the amphetamines.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","opioid-possession-and-distribution","EF-PC-07-004","EF-PC-07-004-A","Opioid Possession and Distribution","Unlawful possession and possession with intent to distribute opioids, including heroin, fentanyl, morphine, hydrocodone, oxycodone, and comparable narcotic pain medication.","misdemeanor-possession-of-opioids","Misdemeanor Possession of Opioids","misdemeanor","controlled-substance;health-morals;licensing-status;misdemeanor;possession","18.7","350","0","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor possession of opioids focuses on knowing possession of a smaller opioid quantity without lawful authorization.","Possession may be actual or constructive, but officers must be able to connect the person to knowledge and control of the opioids. | This misdemeanor degree applies at or below 10 kg unless packaging, sales tools, communications, or transaction conduct support a distribution charge. | Reports should document the opioid type, weight, location, packaging, access or control facts, statements, and any distribution indicators.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","opioid-possession-and-distribution","EF-PC-07-004","EF-PC-07-004-B","Opioid Possession and Distribution","Unlawful possession and possession with intent to distribute opioids, including heroin, fentanyl, morphine, hydrocodone, oxycodone, and comparable narcotic pain medication.","felony-possession-of-opioids","Felony Possession of Opioids","felony","controlled-substance;felony;health-morals;licensing-status;possession","171.2","450","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony possession of opioids focuses on knowing possession of a higher opioid quantity without lawful authorization.","The felony degree is based on the controlled substance type and weight, separate from any proof of intent to sell. | Possession may be actual or constructive if the suspect knowingly controls the opioids or the place where they are found. | Reports should document weight, opioid type, access or control facts, statements, and why the facts fit possession rather than sale or trafficking.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","opioid-possession-and-distribution","EF-PC-07-004","EF-PC-07-004-C","Opioid Possession and Distribution","Unlawful possession and possession with intent to distribute opioids, including heroin, fentanyl, morphine, hydrocodone, oxycodone, and comparable narcotic pain medication.","possession-of-opioids-with-intent-to-distribute","Possession of Opioids with Intent to Distribute","felony","commercial;controlled-substance;economic;felony;health-morals;possession;sale-transfer","238.1","1450","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of opioids with intent to distribute focuses on knowing possession of distribution-level opioids or opioids accompanied by distribution indicators.","Intent to distribute may be inferred from quantity, individual packaging, sales tools, communications, or transaction conduct. | A completed sale is not required if the facts show the opioids were possessed for transfer, furnishing, or sale. | Reports should document weight, packaging, scales or ledgers, cash, messages, observed handoffs, and the suspect's control over the opioids.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","ketamine-possession-and-distribution","EF-PC-07-012","EF-PC-07-012-A","Ketamine Possession and Distribution","Unlawful ketamine possession and possession with intent to distribute, including liquid, powder, tablets, or comparable preparations.","misdemeanor-possession-of-ketamine","Misdemeanor Possession of Ketamine","misdemeanor","misdemeanor","17.3","300","0","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Misdemeanor possession of ketamine focuses on knowing possession of a smaller ketamine quantity without lawful authorization.","Possession may be actual or constructive, but officers must be able to connect the person to knowledge and control of the ketamine. | This misdemeanor degree applies at or below 10 kg unless packaging, sales tools, communications, or transaction conduct support a distribution charge. | Reports should document the ketamine form, weight, location, packaging, access or control facts, statements, and any distribution indicators.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","ketamine-possession-and-distribution","EF-PC-07-012","EF-PC-07-012-B","Ketamine Possession and Distribution","Unlawful ketamine possession and possession with intent to distribute, including liquid, powder, tablets, or comparable preparations.","felony-possession-of-ketamine","Felony Possession of Ketamine","felony","felony","177.4","750","15","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Felony possession of ketamine focuses on knowing possession of a higher ketamine quantity without lawful authorization.","The felony degree is based on the controlled substance type and weight, separate from any proof of intent to sell. | Possession may be actual or constructive if the suspect knowingly controls the ketamine or the place where it is found. | Reports should document weight, ketamine form, access or control facts, statements, and why the facts fit possession rather than sale or trafficking.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","ketamine-possession-and-distribution","EF-PC-07-012","EF-PC-07-012-C","Ketamine Possession and Distribution","Unlawful ketamine possession and possession with intent to distribute, including liquid, powder, tablets, or comparable preparations.","possession-of-ketamine-with-intent-to-distribute","Possession of Ketamine with Intent to Distribute","felony","felony","238.7","1500","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of ketamine with intent to distribute focuses on knowing possession of distribution-level ketamine or ketamine accompanied by distribution indicators.","Intent to distribute may be inferred from quantity, individual packaging, sales tools, communications, or transaction conduct. | A completed sale is not required if the facts show the ketamine was possessed for transfer, furnishing, or sale. | Reports should document weight, packaging, scales or ledgers, cash, messages, observed handoffs, and the suspect's control over the ketamine.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","possession-of-drug-paraphernalia","EF-PC-07-005","EF-PC-07-005-A","Possession of Drug Paraphernalia","Knowing possession of equipment, products, or materials primarily intended or designed for controlled-substance use.","possession-of-drug-paraphernalia","Possession of Drug Paraphernalia","misdemeanor","controlled-substance;health-morals;misdemeanor;possession","68.7","350","5","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of drug paraphernalia focuses on knowing possession of items connected to controlled-substance consumption.","The item must be primarily intended or designed for controlled-substance use, not merely capable of an innocent use. | Common innocent items require surrounding facts showing drug-related use, such as residue, statements, packaging, proximity to controlled substances, or observed use. | Reports should document the item, where it was found, residue or drug proximity, suspect statements, observed use, and why the item qualifies as paraphernalia.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","possession-of-drug-manufacturing-materials","EF-PC-07-006","EF-PC-07-006-A","Possession of Drug Manufacturing Materials","Knowing possession of equipment, chemicals, products, or materials intended or configured for controlled-substance production.","possession-of-drug-manufacturing-materials","Possession of Drug Manufacturing Materials","felony","controlled-substance;felony;health-morals;manufacturing-production;possession","97.4","750","7","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Possession of drug manufacturing materials focuses on knowing possession of items connected to controlled-substance production.","The materials must be tied to drug production by context, combination, residue, instructions, statements, or other facts beyond mere possession of ordinary household goods. | Manufacturing materials may include precursor chemicals, lab equipment, heat sources, recipes, protective gear, or partially processed controlled substances. | Reports should document the setup, materials, residue or product, safety hazards, location, statements, and how the items collectively show production intent.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","controlled-substance-sale-and-trafficking","EF-PC-07-007","EF-PC-07-007-A","Controlled Substance Sale and Trafficking","Unlawful controlled-substance sales, offers, furnishing, transport for transfer, and large-scale trafficking activity.","sale-of-a-controlled-substance","Sale of a Controlled Substance","felony","commercial;controlled-substance;economic;health-morals;misdemeanor;sale-transfer","238.7","1500","20","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Sale of a Controlled Substance focuses on knowing participation in the sale, furnishing, brokering, or transfer of an unlawful controlled substance.","The offense may be proven by an attempted or negotiated sale even if officers do not recover the full quantity. | There must be evidence the person knowingly participated in the transfer, furnishing, brokering, or sale of an unlawful controlled substance. | Reports should document the substance, transaction terms, communications, money or barter, observed handoff, transport facts, and each participant's role.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","controlled-substance-sale-and-trafficking","EF-PC-07-007","EF-PC-07-007-B","Controlled Substance Sale and Trafficking","Unlawful controlled-substance sales, offers, furnishing, transport for transfer, and large-scale trafficking activity.","drug-trafficking","Drug Trafficking","felony","commercial;controlled-substance;economic;felony;health-morals;licensing-status;sale-transfer","670.7","5000","60","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Drug trafficking focuses on large-scale movement or logistics involving controlled substances.","The person need not personally carry the substance if they knowingly direct, guard, load, pilot, drive, or otherwise materially assist the transport. | The trafficking degree requires large-scale movement across, into, out of, or through the state and a quantity greater than 250 kg. | Reports should document route, origin and destination, border or state-line facts, weight, vehicle or container control, communications, and coordinated transport roles.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","driving-under-the-influence-of-narcotics","EF-PC-07-008","EF-PC-07-008-A","Driving Under the Influence of Narcotics","Impaired operation or actual physical control of a motor vehicle on a public roadway while under the influence of narcotics, controlled substances, or impairing medication.","driving-under-the-influence-of-narcotics","Driving Under the Influence of Narcotics","felony","alcohol-intoxication;controlled-substance;felony;health-morals","217.3","300","20","public-servant-victim;cooperation;minor-injury;multiple-victims;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Driving under the influence of narcotics focuses on impaired operation or actual physical control of a motor vehicle on a public roadway.","Impairment may be shown by driving behavior, field observations, admissions, drug evidence, medical indicators, or testing. | Lawful prescription use is not a defense when the person is impaired to the degree they cannot drive safely. | Reports should document operation or actual physical control, roadway location, driving pattern, impairment signs, statements, drug or medication evidence, and any tests performed.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","public-intoxication","EF-PC-07-009","EF-PC-07-009-A","Public Intoxication","Intoxication in a public place that causes disruptive, obstructive, unsafe, or incapacitated conduct.","public-intoxication","Public Intoxication","infraction","alcohol-intoxication;controlled-substance;health-morals;infraction;justice-system;public-order","12.2","150","0","citation-discretion","principal fine x1 time x1","Public intoxication focuses on intoxication in a public place plus disruptive, unsafe, obstructive, or incapacitated conduct.","Intoxication alone is insufficient; officers should identify public location plus disruptive, unsafe, obstructive, or incapacitated conduct. | Public places include streets, sidewalks, parks, businesses open to the public, and other areas where the public may reasonably be present. | Reports should document signs of intoxication, the specific public conduct, witness concerns, warnings given, safety risks, and whether medical assistance was needed.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","public-indecency","EF-PC-07-010","EF-PC-07-010-A","Public Indecency","Intentional public exposure, unclothed display, or sexualized conduct visible to nonconsenting persons.","public-indecency","Public Indecency","infraction","health-morals;infraction;sexual-public-morals","14.1","200","0","citation-discretion","principal fine x1 time x1","Public indecency focuses on intentional public exposure, unclothed display, or sexualized conduct visible to nonconsenting persons.","The offense requires intentional public exposure, unclothed display, or sexualized conduct visible to nonconsenting persons. | Accidental exposure, medical necessity, or conduct in a location where privacy is reasonably expected should not be charged under this section. | Reports should document the conduct in neutral terms, location, visibility to the public or witnesses, lack of consent, warnings, and evidence of intent.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","moonshine-offenses","EF-PC-07-011","EF-PC-07-011-A","Moonshine Offenses","Unlicensed moonshine production, transport for distribution, furnishing, sale, and distribution.","unlawful-production-of-moonshine","Unlawful Production of Moonshine","misdemeanor","alcohol-intoxication;felony;health-morals;licensing-status;manufacturing-production","77.4","750","5","cooperation;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Unlawful production of moonshine focuses on unlicensed production of alcoholic beverages or operation of equipment used for that production.","The offense may be proven by active production, operational stills, mash, fermenting alcohol, bottling materials, or other production equipment. | A completed sale is not required if the evidence shows unlicensed manufacturing, distilling, fermenting, bottling, or operation of production equipment. | Reports should document equipment, ingredients, product, location, lack of license or permit, safety hazards, volume, and any organized production indicators.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","moonshine-offenses","EF-PC-07-011","EF-PC-07-011-B","Moonshine Offenses","Unlicensed moonshine production, transport for distribution, furnishing, sale, and distribution.","distribution-of-illegal-moonshine","Distribution of Illegal Moonshine","misdemeanor","alcohol-intoxication;commercial;economic;health-morals;misdemeanor;possession;sale-transfer","68.7","350","5","cooperation;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Distribution of illegal moonshine focuses on distribution conduct involving unlicensed alcoholic beverages, not mere personal possession.","Mere personal possession is not enough without facts showing sale, furnishing, distribution, transport for distribution, or intent to distribute. | Intent to distribute may be inferred from quantity, packaging, sales tools, delivery conduct, transaction communications, pricing, or customer lists. | Reports should document containers, volume, labels or lack of licensing, source if known, transport route, sale or furnishing facts, distribution indicators, and any connection to an illicit still.","True"
"offenses-against-health-and-morals","Offenses Against Health and Morals","unauthorized-medical-practice","EF-PC-07-013","EF-PC-07-013-A","Medical Practice and Privacy Offenses","Unauthorized medical practice, scope violations, medical title misuse, credential fraud, prescription fraud, and medical information privacy violations.","unauthorized-medical-practice","Unauthorized Medical Practice","misdemeanor","health-morals;licensing-status;medical-practice;misdemeanor","127.4","750","10","cooperation;organized-activity;multiple-victims;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Unauthorized Medical Practice focuses on unapproved diagnosis, treatment, prescribing, advertising, or medical-service conduct by someone who lacks the required medical authority.","The suspect must knowingly diagnose, treat, prescribe for, attempt to practice medicine on, advertise medical services to, hold themselves out as practicing medicine to, or direct medical care for another person while lacking required authority. | Covered acts may include patient assessment, treatment, medical orders, medication instructions, procedure preparation, use of restricted medical areas, or other healthcare services requiring authorization. | Good-faith emergency first aid, CPR, calling EMS, basic bleeding control, or life-saving stabilization should not be charged unless the suspect falsely claims medical authority or performs advanced care beyond immediate necessity. | Reports should document the diagnosis, treatment, advertisement, representation, instruction, or medical service, the claimed role if any, how authorization was checked, patient reliance or impact, witnesses, records, and whether an emergency-aid context existed.","True"
